,nest,site,year,lat,lon,cov_1m,cov_5m,prot,pred,estHD,HD,HD_diff,HD_equal,init_calc,init_date,age_diff,init_diff,hatch_diff,camera_old,camera,missing,cam_fate_feb,nest_age_feb,final_obs_int_feb,field_fate,field_fate2,field_fate3,field_fate4,cam_fate1,cam_fate2,final_fate1,final_fate2,nest_age1,nest_age2,final_obs_int,final_obs_int2,final_obs_int3,final_obs_date,final_obs_date2,species,likely_failed,HF,HF_C,HF_MC,MC,marked_U,i,j,j_adj,k,k_adj,j.cam,k.cam,n_obs,n_days,> hatch?,penultimate,final,obs_dates,obs_history,obs_ints,new_notes,camera_notes,field_notes
247,10336,ROCK,2019,29.67689,-92.86801,,,,,81,81,0,TRUE,,65,0,0,,N,N,,,18,4,D,D,D,D,,,D,D,18,18,4,4,4,83,83,CONI,0,0,0,FALSE,TRUE,FALSE,79,79,79,83,83,,,2,4,0,2E,0E,79|83,2E|0E,0|4,,,7/2 egg shell found with what looks like a bite out of it (SB has pic)
248,10338,RUTW,2019,29.76775,-93.16508,,,none,,,92,,FALSE,,73,,0,,Y,Y,N,,,8,S,S,S,S,S,H,S,H,25,25,8,8,6,98,98,LETE,,0,1,TRUE,TRUE,FALSE,90,90,92,98,92,92,92,4,8,,?,0E,81|90|92|98,1E|1E|?|0E,0|9|2|6,was nest checked on 11-jul? any photos?,camera evidence of hatch?? Pics end abruptly around 1 am on 10 jul. was camera left there during storm?,not floated?? TS Barry
249,10339,RUTW,2019,29.76917,-93.17241,,,none,,98,98,0,TRUE,,79,0,0,,Y,Y,N,S,19,6,S,S,S,S,Ca,Ca,Ca,Ca,19,19,6,6,8,98,98,LETE,0,0,0,FALSE,TRUE,FALSE,81,90,90,98,98,,,4,17,0,1E,0E,81|90|92|98,1E|1E|1E|0E,0|9|2|6,,,TS Barry
250,10341,RUTW,2019,29.7653,-93.15302,,,none,,84,84,0,TRUE,,68,0,0,,N,N,,,17,3,Ca,Ca,Ca,Ca,,,Ca,Ca,17,17,3,3,3,85,85,CONI,0,0,0,FALSE,TRUE,FALSE,82,82,82,85,85,,,2,3,0,1E,0E,82|85,1E|0E,0|3,,,"4 Jul - cattle disturbance, probably trampled, no egg shell found"
251,10342,RUTW,2019,29.76454,-93.14963,,,none,,95,95,0,TRUE,,79,0,0,,N,N,,,6,3,Hu,Hu,Hu,Hu,,,Hu,Hu,6,6,3,3,3,85,85,CONI,1,0,0,FALSE,TRUE,FALSE,82,82,82,85,85,,,2,3,0,2E,0E,82|85,2E|0E,0|3,,,"4 Jul - tire tracks over nest, smashed egg shells found"
252,10343,RUTW,2019,29.76612,-93.15688,,,none,,83,84,1,FALSE,,68,5,6,,N,N,,,17,2,H,H,H,H,,,H,H,22,23,8,8,6,90,90,CONI,0,1,0,TRUE,TRUE,FALSE,82,84,84,84,84,,,3,8,0,hatch?,0E,82|84|90,2E|hatch?|0E,0|2|6,penult should have been deleted,,"9 Jul - hatched egg shell found a few inches from where nest was, male making clicking noises, female may have moved farther East but did not have time to look thoroughly"
253,10344,RUTW,2019,29.7641,-93.14727,50,50,sym,,95,95,0,TRUE,,79,0,0,,N,N,,,11,1,A,A,A,A,,,A,A,11,11,1,1,1,90,90,CONI,1,0,0,FALSE,TRUE,FALSE,82,89,89,90,90,,,3,8,0,2E,2E,82|89|90,2E|2E|2E,0|7|1,,,"4 Jul - installed symbolic fencing (3 posts); 8 Jul - caught female with bow net and banded, tagged with VHF tag; bird did not return to nest for half an hour (or more?) after tagging; bird relocated at far end of site"
254,10345,RUTW,2019,29.76419,-93.14488,,,none,,92,92,0,TRUE,,76,0,0,,N,N,,,22,7,F,F,F,F,,,F,F,22,22,7,7,7,98,98,CONI,0,0,0,FALSE,TRUE,FALSE,82,91,91,98,98,,,5,16,1,BON,fail,82|89|90|91|98,2E|2E|2E|BON|fail,0|7|1|1|7,,,"8 Jul - attempted bow net, bird ran out too quickly and was not caught. SB has more detailed notes; 9 Jul - eggs covered in ants, one smells bad, but bird still incubating 18 July-nest had an egg shell with sand inside. Not sure what happened to this nest, but the eggs were weird before TS Barry."
255,10346,RUTE,2019,29.75903,-93.12293,70,60,none,,84,87,3,FALSE,,71,1,2,,N,N,,,19,3,H,H,H,H,,,H,H,18,21,5,5,2,89,89,CONI,0,1,0,TRUE,TRUE,FALSE,82,87,87,87,87,,,4,7,1,hatch?,2C,82|84|87|89,2E|2E|hatch?|2C,0|2|3|2,penult should have been deleted,,
256,10348,RUTE,2019,29.75791,-93.1189,60,50,none,,,97,,FALSE,,81,0,0,,N,N,,,16,7,H,H,H,H,,,H,H,16,16,7,7,0,97,97,CONI,,1,0,TRUE,TRUE,FALSE,82,97,97,97,97,,,4,15,,2E,1C,82|84|90|97,2E|not check|2E|1C,0|2|6|7,,,
257,10349,ROCK,2019,29.66921,-92.84885,10,50,none,,94,94,0,TRUE,,78,0,0,,N,N,,,8,3,F,F,F,F,,,F,F,8,8,3,3,3,86,86,CONI,1,0,0,FALSE,TRUE,FALSE,83,83,83,86,86,,,2,3,0,2E,0E,83|86,2E|0E,0|3,,,
258,10353,RUTE,2019,29.7584,3.12106,40,40,sym,,103,103,0,TRUE,,84,0,0,,Y,Y,N,A,27,5,A,A,A,A,A,A,A,A,27,27,5,5,5,111,111,LETE,0,0,0,FALSE,FALSE,FALSE,89,106,106,111,111,,,7,22,1,2E,2E,89|92|97|99|102|106|111,2E|2E|2E|BON|2E|2E|2E,0|3|5|2|3|4|5,"last obs is ""2E rotten""",,"30 Jul - 2E being eaten by ants; eggs did not look abandoned on previous visit, and bird was seen on nest"
259,10354,RUTE,2019,29.75711,-93.11546,50,40,none,,105,105,0,TRUE,,89,,0,,N,N,,,,8,Ca,Ca,Ca,Ca,,,Ca,Ca,8,8,8,8,8,97,97,CONI,1,0,0,FALSE,TRUE,FALSE,89,89,89,97,97,,,2,8,0,1E,not f,89|97,1E|not f,0|8,,,"16 Jul cattle tracks all through area, looks like they stampeded through there :( could not find stick"
260,10355,RUTW,2019,29.7696,-93.1724,70,70,none,,108,108,0,TRUE,,92,0,0,,Y.,Y,Y,Ca,14,8,F,F,F,F,Ca,Ca,Ca,Ca,14,14,8,8,8,106,106,CONI,0,0,0,FALSE,TRUE,FALSE,92,98,98,106,106,,,3,14,0,1E,0E,92|98|106,1E|1E|0E,0|6|8,,,17 Jul - placed camera; knocked over by cattle and disturbance in area
261,10356,RUTW,2019,29.76774,-93.16499,,,none,,104,104,0,TRUE,,85,0,0,,Y,Y,N,Ca,13,6,S,S,S,S,Ca,Ca,Ca,Ca,13,13,6,6,6,98,98,LETE,1,0,0,FALSE,TRUE,FALSE,89,92,92,98,98,,,4,9,0,1E,0E,89|90|92|98,1E|1E|1E|0E,0|1|2|6,,,8 Jul - placed camera
262,10357,RUTW,2019,29.76784,-93.16532,,,none,,92,92,0,TRUE,,73,0,0,,Y-but,Y-but,Y,A,25,6,A,A,A,A,A,A,A,A,25,25,6,6,6,98,98,LETE,0,0,0,FALSE,FALSE,FALSE,89,92,92,98,98,,,4,9,1,1E,0E,89|90|92|98,1E|1E|1E|0E,0|1|2|6,,missing photos,"8 Jul - placed camera; * egg floated high and slanted, but had stuff stuck to it. probably actually rotten/abandoned"
263,10358,RUTW,2019,29.77001,-93.17689,,,none,,,92,,FALSE,,73,0,0,,Y.,Y,Y?,D,19,3,H,H,H,H,H,H,H,H,19,19,3,3,0,92,92,LETE,,1,1,FALSE,FALSE,FALSE,89,92,92,92,92,,,2,3,,1E,1C,89|92,1E|1C,0|3,,,8 Jul - placed camera; 11 Jul found with hatched chick being eaten by ants :(
264,10359,RUTW,2019,29.76678,-93.16006,15,15,none,,93,93,0,TRUE,,74,,0,,Y,Y,N,S,,6,S,S,S,S,S,S,S,S,24,24,6,6,6,98,98,LETE,0,0,0,FALSE,FALSE,FALSE,89,92,92,98,98,,,3,9,1,1E,0E,89|92|98,1E|1E|0E,0|3|6,,,TS Barry
265,10360,RUTW,2019,29.76312,-93.14111,,,none,,117,117,0,TRUE,,101,0,0,,Y,Y,N,Ca,5,1,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,5,5,1,1,1,106,106,CONI,1,0,0,FALSE,FALSE,FALSE,98,105,105,106,106,,,4,8,0,1E,0E,98|104|105|106,1E|1E|1E|0E,0|6|1|1,,,17 Jul - placed camera
266,10370,RUTW,2019,29.76389,-93.14437,,,none,,108,108,0,TRUE,,92,,0,,N,N,,,,6,U-H,U-H,U-H,U-H,,,U-H,U-H,20,20,6,6,6,112,112,CONI,0,0,0,FALSE,TRUE,TRUE,106,106,106,112,112,,,2,6,1,2E,abandon,106|112,2E|abandon,0|6,,,"7/25/19 - Nest discovered with 2 eggs, 14d and 3d. 3d egg likely non-viable. 31 Jul - 1E, cold, condensation, and stuck to sand. looked around for evidence of other egg hatching"
267,10371,RUTE,2019,29.75858,-93.12128,70,70,sym,,114,115,1,FALSE,,99,1,0,0.00877193,Y,Y,N,H,17,3,H,H,H,H,H,H,H,H,16,17,3,3,0,115,115,CONI,0,1,1,FALSE,FALSE,FALSE,106,115,115,115,115,,,3,9,0,BON,"1E, 1C",106|112|115,"2E|BON|1E, 1C",0|6|3,,,"8/3 - 1 chick, 1 egg; camera; mom and babies caught and mom given nanotag"
268,10400,RLCC,2019,29.78572,-93.21546,0,0,sym,,59,62,3,FALSE,,43,3,0,,N,N,,,22,5,H,H,H,H,,,H,H,19,22,5,5,0,62,62,LETE,0,1,0,TRUE,TRUE,FALSE,43,62,62,62,62,,,6,19,1,2E,"1C, 1E",43|47|51|55|57|62,"2E|2E|2E|2E|2E|1C, 1E",0|4|4|4|2|5,,,
269,10401,RLCC,2019,29.78567,-93.2155,0,0,sym,,80,49,31,FALSE,,30,31,0,,N,N,,,-12,2,H,H,H,H,,,H,H,19,-12,2,2,0,49,49,LETE,1,1,0,TRUE,TRUE,FALSE,43,49,49,49,49,,,3,6,0,2E,hatch?,43|47|49,2E|2E|hatch?,0|4|2,,,"31 May- adults throwing poop, no chicks seen in the immediate area. Seems to have hatched."
270,10402,RLCC,2019,29.78565,-93.21557,0,0,sym,,47,47,0,TRUE,,28,0,0,,N,N,,,19,4,H,H,H,H,,,H,H,19,19,4,4,0,47,47,LETE,0,1,0,TRUE,TRUE,FALSE,43,47,47,47,47,,,2,4,0,2E,"1C, 1E",43|47,"2E|1C, 1E",0|4,,,
271,10403,RLCC,2019,29.78566,-93.21561,0,0,sym,,56,62,6,FALSE,,43,6,0,,N,N,,,25,5,H,H,H,H,,,H,H,19,25,5,5,0,62,62,LETE,0,1,0,TRUE,TRUE,FALSE,43,62,62,62,62,,,6,19,1,2E,"1C, 1E",43|47|51|55|57|62,"2E|2E|2E|2E|2E|1C, 1E",0|4|4|4|2|5,,,
272,10404,RLCC,2019,29.78567,-93.21566,0,0,sym,,56,59,3,FALSE,,40,3,0,,N,N,,,22,2,H,H,H,H,,,H,H,19,22,2,2,0,59,59,LETE,0,1,0,TRUE,TRUE,FALSE,43,59,59,59,59,,,6,16,1,2E,2C,43|47|51|55|57|59,2E|2E|2E|2E|2E|2C,0|4|4|4|2|2,,,"11 June- camera was on nest and observed the chicks in scrape, and a fiddler crab with large claw being fended off by adults"
273,10405,RLCC,2019,29.78566,-93.21569,0,0,sym,,54,54,0,TRUE,,35,0,0,,N,N,,,22,2,A,A,A,A,,,A,A,22,22,2,2,2,57,57,LETE,0,0,0,FALSE,TRUE,FALSE,43,55,55,57,57,,,5,14,1,2E,fail,43|47|51|55|57,3E|3E|3E|2E|fail,0|4|4|4|2,,,likely abandoned from the June 5 storm.
274,10406,RLCC,2019,29.78556,-93.21523,0,0,sym,,52,52,0,TRUE,,33,0,0,,N,N,,,19,1,H,H,H,H,,,H,H,19,19,1,1,0,52,52,LETE,0,1,0,TRUE,TRUE,FALSE,43,52,52,52,52,,,4,9,0,3E,hatch day,43|47|51|52,3E|3E|3E|hatch day,0|4|4|1,,,"1 June- eggs hatched, 2C visible on camera. Early morning on June 2, a GHOW depredated the nest. Chicks were lost. KBB"
275,10407,RLCC,2019,29.78557,-93.2152,0,0,sym,,59,59,0,TRUE,,40,0,0,,N,N,,,17,2,W,W,W,W,,,W,W,17,17,2,2,2,57,57,LETE,0,0,0,FALSE,TRUE,FALSE,51,55,55,57,57,,,4,6,0,2E,fail,51|54|55|57,2E|2E|2E|fail,0|3|1|2,,,6 June- eggs and rock washed out in this area from June 5 storm
276,10408,RLCC,2019,29.78557,-93.21532,0,0,sym,,59,62,3,FALSE,,43,3,0,,N,N,,,22,5,H,H,H,H,,,H,H,19,22,5,5,0,62,62,LETE,0,1,0,TRUE,TRUE,FALSE,51,62,62,62,62,,,5,11,1,2E,"1C, 1E",51|54|55|57|62,"2E|2E|2E|2E|1C, 1E",0|3|1|2|5,,,
277,10409,RLCC,2019,29.78558,-93.21544,0,0,sym,,59,62,3,FALSE,,43,3,0,,N,N,,,22,5,H,H,H,H,,,H,H,19,22,5,5,0,62,62,LETE,0,1,0,TRUE,TRUE,FALSE,51,62,62,62,62,,,5,11,1,3E,"1C, 1E starring, 1E pipped with dead chick inside, egg was outside nest scrape",51|54|55|57|62,"3E|3E|3E|3E|1C, 1E starring, 1E pipped with dead chick inside, egg was outside nest scrape",0|3|1|2|5,,,
278,10410,RLCC,2019,29.78555,-93.21542,0,0,sym,,59,62,3,FALSE,,43,3,0,,N,N,,,22,5,H,H,H,H,,,H,H,19,22,5,5,0,62,62,LETE,0,1,0,TRUE,TRUE,FALSE,51,62,62,62,62,,,4,11,1,2E,hatch,51|55|57|62,2E|2E|2E|hatch,0|4|2|5,,,
279,10411,RLCC,2019,29.78561,-93.21555,0,0,sym,,59,62,3,FALSE,,43,3,0,,N,N,,,22,5,H,H,H,H,,,H,H,19,22,5,5,0,62,62,LETE,0,1,0,TRUE,TRUE,FALSE,51,62,62,62,62,,,4,11,1,3E,hatch,51|55|57|62,3E|3E|3E|hatch,0|4|2|5,,,11 June- poop in scrape
280,10413,RLCC,2019,29.78501,-93.21436,0,0,none,,63,67,4,FALSE,,48,4,0,,N,N,,,23,1,H,H,H,H,,,H,H,19,23,1,1,0,67,67,LETE,0,1,0,TRUE,TRUE,FALSE,51,67,67,67,67,,,6,16,1,3E,hatch day,51|55|57|62|66|67,3E|3E|BON|BON|3E|hatch day,0|4|2|5|4|1,,,nest has a game camera on video mode. check camera for hatch day confirmation. 18 June- 3 chicks hiding and being fed under the camera and shading in the cinder block. later footage shows mosquito control truck spraying chemicals and turning around in the immediate area. 
281,10414,RLCC,2019,29.7854,-93.21516,0,0,sym,,,83,,FALSE,,64,0,0,,N,N,,,19,4,H,H,H,H,,,H,H,19,19,4,4,0,83,83,LETE,,1,0,TRUE,TRUE,FALSE,66,83,83,83,83,,,5,17,,BON,"1C, 1E hatch",66|69|74|79|83,"2E|BON|2E|BON|1C, 1E hatch",0|3|5|5|4,,,15 June- bushnell cam on nest. Camera footage shows bird on nest through June 23 thus far. Camera footage shows chick hatching at 9:24am on July 2nd. GHOW ate the chick and remaining egg around 4:45am on July 4th
282,10415,RLCC,2019,29.78535,-93.21528,0,0,sym,,,,,TRUE,,,,0,,N,N,,,,5,W,W,W,W,,,W,W,,,5,5,5,79,79,LETE,,0,0,FALSE,TRUE,FALSE,66,74,74,79,79,,,4,13,,2E,fail,66|69|74|79,2E|BON|2E|fail,0|3|5|5,,,15 June- exodus cam on nest. 17 June- camera shows nest submerged from storm from 4am-10:30am. Curious if this will impact hatch. 24 June- nest was submerged again from heavy rainfall and eggs were washed away. Photos confirm nest fate.
283,10417,RLCC,2019,29.78519,-93.21503,10,15,sym,,,,,TRUE,,,,0,,N,N,,,,4,D,D,D,D,,,D,D,,,4,4,4,83,83,LETE,,0,0,FALSE,TRUE,FALSE,74,79,79,83,83,,,3,9,,BON,fail,74|79|83,2E|BON|fail,0|5|4,,,23 June- exodus camera deployed on nest 2 July- grackle at nest 5 July camera removed
284,13211,RUTW,2019,29.76684,-93.1606,,,none,,86,86,0,TRUE,,67,0,0,,Y,Y,N,,23,9,U,U,U,U,,,,,23,23,9,9,9,90,90,LETE,0,7,,TRUE,TRUE,TRUE,72,81,81,90,90,,,5,18,1,?,0E,72|77|81|84|90,3E|3E|3E|?|0E,NA|5|4|3|6,obs for 3 july?,pulled for july 4th,field obs for 7/3?? camera placed 6/21; check cam for fate
285,20001,RUTW,2020,29.76707,-93.1614,5,10,none,,44,44,0,TRUE,,16,1,0,,N,N,,,3,6,F,F,F,F,,,F,F,4,4,6,6,6,20,20,WIPL,1,0,0,FALSE,TRUE,FALSE,14,14,14,20,20,,,2,6,0,1E,0E,14|20,1E|0E,NA|6,,,no sign of predator.no adults present. Severe storms on 4/29. popsicle stick still present.
286,20002,RUTW,2020,29.76764,-93.16496,0,10,none,,31,31,0,TRUE,,,,0,,N,N,,,,4,Hu,Hu,Hu,Hu,,,Hu,Hu,,,4,4,4,24,24,SNPL,1,0,0,FALSE,TRUE,FALSE,14,20,20,24,24,,,3,10,0,1E,0E,14|20|24,2E|1E|0E,0|6|4,,,"4/30 female captured at nest (box trap) 13:40 and banded. 5/4 nest was run over by vehicle, nest stick crunched, no adults present."
287,20003,HBRB,2020,29.76491,-93.3722,0,0,none,,38,39,1,FALSE,,11,0,0,,N,N,,,28,2,H,H,H,H,,,H,H,28,29,2,2,0,39,39,WIPL,0,1,0,TRUE,TRUE,FALSE,20,39,39,39,39,,,5,19,0,3E,3C,20|24|32|37|39,3E|3E|3E|3E|3C,0|4|8|5|2,,,all eggs floated almost vertical on the bottom (9 day egg). All eggs hatched and chicks banded
288,20004,HBRB,2020,29.76457,-93.36822,5,5,none,,41,41,0,TRUE,,13,1,0,,N,N,,,25,2,D,D,D,D,,,D,D,26,26,2,2,2,39,39,WIPL,0,0,0,FALSE,TRUE,FALSE,20,37,37,39,39,,,4,19,0,3E,0E,20|32|37|39,3E|3E|3E|0E,0|12|5|2,,,certain the female is unbanded but not sure if P9 is the male
289,20005,RUTW,2020,29.76762,-93.16486,,,none,,43,43,0,TRUE,,24,1,0,,N,N,,,6,7,S,S,S,S,,,S,S,7,7,7,7,7,31,31,LETE,1,0,0,FALSE,TRUE,FALSE,24,24,24,31,31,,,2,7,0,1E,fail,24|31,1E|fail,0|7,,,
290,20006,RUTW,2020,29.76767,-93.16515,,,none,,44,44,0,TRUE,,25,1,0,,N,N,,,5,7,S,S,S,S,,,S,S,6,6,7,7,7,31,31,LETE,1,0,0,FALSE,TRUE,FALSE,24,24,24,31,31,,,2,7,0,2E,fail,24|31,2E|fail,0|7,,,
291,20007,RUTW,2020,29.76786,-93.16615,,,none,,44,44,0,TRUE,,25,1,0,,N,N,,,5,7,S,S,S,S,,,S,S,6,6,7,7,7,31,31,LETE,1,0,0,FALSE,TRUE,FALSE,24,24,24,31,31,,,2,7,0,2E,fail,24|31,2E|fail,0|7,,,
292,20008,RUTW,2020,29.76837,-93.1684,,,none,,43,43,0,TRUE,,24,1,0,,N,N,,,6,7,Ca,Ca,Ca,Ca,,,Ca,Ca,7,7,7,7,7,31,31,LETE,1,0,0,FALSE,TRUE,FALSE,24,24,24,31,31,,,2,7,0,1E,fail,24|31,1E|fail,0|7,,,
293,20009,BROW,2020,29.77294,-93.29574,,,none,,,,,TRUE,,,,,,N,N,,,,0,U,U,U,U,,,U,U,,,0,,0,37,37,CONI,,0,0,FALSE,TRUE,TRUE,37,37,37,37,37,,,1,0,,,1E,37,1E,0,found on hatch day,,
294,20200,RUTE,2020,29.75887,-93.12322,,,sym,,43,47,4,FALSE,,31,3,0,0.093023256,Y,Y,N,H,19,2,H,H,H,H,H,H,H,H,16,20,2,2,0,47,47,CONI,0,1,1,FALSE,FALSE,FALSE,28,47,47,47,47,,,9,19,1,2E,hatch day,28|31|33|35|38|40|43|45|47,1E|BON|2E|2E|2E|2E|2E|2E|hatch day,0|3|2|2|3|2|3|2|2,,,5/27 - 2 chicks
295,20201,RUTE,2020,29.75883,-93.12302,,,sym,,47,48,1,FALSE,,29,2,1,,N,N,,,19,1,H,H,H,H,,,H,H,21,22,2,2,2,50,50,LETE,0,1,0,TRUE,TRUE,FALSE,28,48,48,48,48,,,10,22,0,2E,0E,28|31|33|35|38|40|43|45|47|50,1E|BON|2E|2E|2E|2E|2E|2E|2E|0E,0|3|2|2|3|2|3|2|2|2,,,Chicks hatched ~27 May. Egg shell fragments and poop in cup.
296,20202,RUTE,2020,29.75884,-93.12293,,,sym,,45,47,2,FALSE,,28,1,0,,N,N,,,20,2,H,H,H,H,,,H,H,19,21,2,2,0,47,47,LETE,0,1,0,TRUE,TRUE,FALSE,28,47,47,47,47,,,9,19,0,2E,hatch day,28|31|33|35|38|40|43|45|47,2E|BON|2E|2E|2E|2E|2E|2E|hatch day,0|3|2|2|3|2|3|2|2,,,Chick in neset cup
297,20203,RUTE,2020,29.75877,-93.1228,,,sym,,43,45,2,FALSE,,26,1,0,,N,N,,,20,2,H,H,H,H,,,H,H,19,21,2,2,0,45,45,LETE,0,1,0,TRUE,TRUE,FALSE,28,45,45,45,45,,,8,17,0,2E,hatch day,28|31|33|35|38|40|43|45,2E|BON|2E|2E|2E|2E|2E|hatch day,0|3|2|2|3|2|3|2,,,"25 May- hatch day, 1 chick and 2nd egg hatching in progress."
298,20204,RUTE,2020,29.75862,-93.12215,,,sym,,44,47,3,FALSE,,28,2,0,0.068181818,Y,Y,N,H,21,2,H,H,H,H,H,H,H,H,19,22,2,2,0,47,47,LETE,0,1,1,FALSE,FALSE,FALSE,28,47,47,47,47,,,9,19,1,2E,Hatch,28|31|33|35|38|40|43|45|47,2E|BON|2E|2E|2E|2E|2E|2E|Hatch,0|3|2|2|3|2|3|2|2,,,egg shell nearby indicating hatch. no chicks found
299,20205,RUTE,2020,29.75834,-93.12122,,,sym,,45,47,2,FALSE,,28,1,0,,N,N,,,20,2,H,H,H,H,,,H,H,19,21,2,2,0,47,47,LETE,0,1,0,TRUE,TRUE,FALSE,28,47,47,47,47,,,9,19,0,3E,"2C, 1E",28|31|33|35|38|40|43|45|47,"3E|BON|3E|3E|3E|3E|3E|3E|2C, 1E",0|3|2|2|3|2|3|2|2,,,"Two chicks in cup 27 May, 3rd chick in cup 28 May"
300,20206,RUTE,2020,29.7584,-93.12087,,,sym,,46,44,2,FALSE,,25,3,0,,N,N,,,17,2,H,H,H,H,,,H,H,20,18,2,2,1,45,45,LETE,0,1,0,TRUE,TRUE,FALSE,28,44,44,44,44,,,8,17,0,1E,empty,28|31|33|35|38|40|43|45,2E|BON|1E|1E|1E|1E|1E|empty,0|3|2|2|3|2|3|2,,,"chick behavior, parents squawking. adults seen in veg brooding chick. Signs point to hatch."
301,20207,RUTE,2020,29.7584,-93.12078,,,none,,47,47,0,TRUE,,28,1,0,,N,N,,,4,2,F,F,F,F,,,F,F,5,5,2,2,2,33,33,LETE,1,0,0,FALSE,TRUE,FALSE,28,31,31,33,33,,,3,5,0,BON,0E,28|31|33,1E|BON|0E,0|3|2,,,"no sign of predation. ants in darkened circle believed to be the old nest cup. popsicle stick fell over. possible fail due to vehicle, but no fresh tracks present but nest is located close to road."
302,20208,BROW,2020,29.77211,-93.299,,,none,,45,45,0,TRUE,,29,1,0,,N,N,,,5,6,F,F,F,F,,,F,F,6,6,6,6,6,35,35,CONI,1,0,0,FALSE,TRUE,FALSE,29,29,29,35,35,,,2,6,0,1E,0E,29|35,1E|0E,0|6,,,"no sign of predation, possibly vehicle, several tire tracks directly through where nest was, stick was crushed and burried along with nest area. No evidence of eggshells or nest"
303,20209,RUTW,2020,29.76727,-93.16257,,,none,,46,46,0,TRUE,,27,1,0,,N,N,,,7,2,W,W,W,W,,,W,W,8,8,2,2,2,35,35,LETE,1,0,0,FALSE,TRUE,FALSE,31,33,33,35,35,,,3,4,0,2E,0E,31|33|35,2E|2E|0E,0|2|2,,,"Area was void of stick or nest cup, no sign of eggs or shells. Cattle tracks through area, but they looked old"
304,20210,RUTW,2020,29.76727,-93.1626,,,none,,49,49,0,TRUE,,30,1,0,,N,N,,,4,2,W,W,W,W,,,W,W,5,5,2,2,2,35,35,LETE,1,0,0,FALSE,TRUE,FALSE,31,33,33,35,35,,,3,4,0,2E,0E,31|33|35,1E|2E|0E,0|2|2,,,"No sign of nest cup or eggs, stick was found washed out 1-2 feet away"
305,20211,RUTW,2020,29.76726,-93.16264,,,none,,48,48,0,TRUE,,29,1,0,,N,N,,,8,3,Ca,Ca,Ca,Ca,,,Ca,Ca,9,9,3,3,3,38,38,LETE,1,0,0,FALSE,TRUE,FALSE,31,35,35,38,38,,,3,7,0,3E,0E,31|35|38,3E|3E|0E,0|4|3,,,Replaced stick that was missing on 15 May. Cattle trampled through cup area
306,20212,RUTW,2020,29.7674,-93.16321,,,none,,49,49,0,TRUE,,30,1,0,,N,N,,,7,3,Ca,Ca,Ca,Ca,,,Ca,Ca,8,8,3,3,3,38,38,LETE,1,0,0,FALSE,TRUE,FALSE,31,35,35,38,38,,,3,7,0,2E,0E,31|35|38,1E|2E|0E,0|4|3,,,Cattle trampled through cup area
307,20213,RUTW,2020,29.7676,-93.1645,,,none,,47,47,0,TRUE,,28,1,0,,N,N,,,9,3,D,D,D,D,,,D,D,10,10,3,3,3,38,38,LETE,1,0,0,FALSE,TRUE,FALSE,31,35,35,38,38,,,3,7,0,3E,0E,31|35|38,3E|3E|0E,0|4|3,,,Nest cup and stick undisturbed. Cattle tracks in area destroyed possible tracks
308,20214,RUTW,2020,29.76786,-93.16589,,,none,,43,43,0,TRUE,,24,1,0,,N,N,,,10,4,W,W,W,W,,,W,W,11,11,4,4,4,35,35,LETE,1,0,0,FALSE,TRUE,FALSE,31,31,31,35,35,,,2,4,0,2E,0E,31|35,2E|0E,0|4,,,"No sign of eggs or cup, stick place in proximate location of cup. Storm on 14 May possibly washed out nest"
309,20215,RUTW,2020,29.76802,-93.16669,,,none,,45,45,0,TRUE,,26,1,0,,N,N,,,6,2,Ca,Ca,Ca,Ca,,,Ca,Ca,7,7,2,2,2,33,33,LETE,1,0,0,FALSE,TRUE,FALSE,31,31,31,33,33,,,2,2,0,3E,fail,31|33,3E|fail,0|2,,,evidence of cow tracks going through. couldn't find the nest stick
310,20216,RUTW,2020,29.76821,-93.16761,,,none,,46,46,0,TRUE,,27,1,0,,N,N,,,10,3,W,W,W,W,,,W,W,11,11,3,3,3,38,38,LETE,1,0,0,FALSE,TRUE,FALSE,31,35,35,38,38,,,3,7,0,2E,0E,31|35|38,2E|2E|0E,0|4|3,,,"No way to tell where nest cup was, sand around area smooth"
311,20217,RUTW,2020,29.76833,-93.16808,,,none,,49,49,0,TRUE,,30,1,0,,N,N,,,7,3,D,D,D,D,,,D,D,8,8,3,3,3,38,38,LETE,1,0,0,FALSE,TRUE,FALSE,31,35,35,38,38,,,3,7,0,BON,0E,31|35|38,2E|BON|0E,0|4|3,,,Egg residue in cup forming hard bottom after it dried. egg shells 2 feet away at ghost crab hole
312,20218,RUTW,2020,29.76847,-93.16855,,,none,,43,43,0,TRUE,,24,1,1,,Y,Y,N,H,22,2,U-H,H,U-H,U-H,,,,,23,23,1,1,1,47,47,LETE,0,1,,TRUE,TRUE,TRUE,31,47,46,47,46,46,46,7,16,1,BON,1E,31|35|38|40|43|45|47,3E|3E|3E|BON|BON|BON|1E,0|4|3|2|3|2|1,,knocked over,"egg in cup failed, second egg likely hatched between 25 and 27 May"
