"nest","site","species","lat","lon","prot","estHD","cov_1m","cov_5m","init_date","i","j","j_cam","k","k_cam","duration","final_obs","camera","field_fate","field_fate2","cam_fate","final_fate","fate_date","year","j__10","j__11","j__12","j__14","j__15","j__16","j__17","j__18","j__19","j__20","j__21","j__22","j__23","j__24","j__25","j__26","j__27","j__28","j__29","j__31","j__32","j__33","j__34","j__35","j__36","j__37","j__38","j__39","j__40","j__41","j__42","j__43","j__44","j__45","j__46","j__47","j__48","j__49","j__50","j__51","j__52","j__53","j__54","j__55","j__56","j__57","j__58","j__59","j__60","j__61","j__62","j__63","j__64","j__65","j__66","j__67","j__68","j__69","j__70","j__71","j__72","j__73","j__74","j__75","j__76","j__77","j__78","j__79","j__80","j__81","j__82","j__83","j__84","j__85","j__86","j__87","j__88","j__89","j__90","j__91","j__92","j__93","j__94","j__95","j__96","j__97","j__98","j__99","j__100","j__101","j__102","j__103","j__104","j__105","j__106","j__107","j__108","j__109","j__111","j__112","j__115","j__118","j__121","j__124","j__128","j__131","j__135","j__138","j__142"
"10032","RUTW","LETE","29.76186","-93.13681","symbolic","2019-05-25 00:00:00",NA,NA,NA,"35","44",NA,"47",NA,"12",NA,NA,"Ca",NA,NA,"Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E",NA,NA,NA,"3E",NA,"BON",NA,"BON",NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10033","RUTW","LETE","29.76199","-93.13726","symbolic","2019-05-25 00:00:00",NA,NA,NA,"35","42",NA,"44",NA,"9",NA,"Y","Ca",NA,"Ca","Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E","2E",NA,NA,"3E",NA,"BON, 3E",NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10034","RUTW","LETE","29.76195","-93.1374","symbolic","2019-05-25 00:00:00",NA,NA,NA,"35","42",NA,"44",NA,"9",NA,NA,"Ca",NA,NA,"Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E","BON",NA,NA,"BON",NA,"BON",NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10035","RUTW","LETE","29.76203","-93.13754","symbolic","2019-05-23 00:00:00",NA,NA,NA,"35","55",NA,"55",NA,"20","55",NA,"H",NA,NA,"H",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 1d","BON",NA,NA,"BON",NA,"BON",NA,"3E, 9-10d, replaced stick",NA,NA,NA,NA,"BON",NA,NA,NA,"3E",NA,"BON, hatch day",NA,NA,"3C, 2-3d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10036","RUTW","LETE","29.76206","-93.13769","symbolic","2019-05-25 00:00:00",NA,NA,NA,"35","58",NA,"58",NA,"23","58",NA,"H",NA,NA,"H",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E","1E",NA,NA,"2E",NA,"BON",NA,"3E",NA,NA,NA,NA,"BON",NA,NA,NA,"3E",NA,"BON","3E",NA,"hatching, 3E","1C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10037","RUTW","LETE","29.7621","-93.13808","symbolic","2019-05-22 00:00:00",NA,NA,NA,"35","42",NA,"44",NA,"9",NA,NA,"Ca",NA,NA,"Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 1-2d","BON",NA,NA,"BON",NA,"BON",NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10038","RUTW","LETE","29.76242","-93.13933","none","2019-05-20 00:00:00",NA,NA,NA,"35","49",NA,"53",NA,"18",NA,NA,"Ca",NA,NA,"Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3E, 4d, 1d, 1d","did not see",NA,NA,"3E",NA,"BON",NA,"BON",NA,NA,NA,NA,"3E",NA,NA,NA,"0E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10039","RUTW","LETE","29.7624","-93.13937","none","2019-05-25 00:00:00",NA,NA,NA,"35","39",NA,"42",NA,"7",NA,NA,"F",NA,NA,"F",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E","BON",NA,NA,"3E",NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10040","RUTW","LETE","29.76239","-93.13967","none","2019-05-20 00:00:00",NA,NA,NA,"35","39",NA,"42",NA,"7",NA,NA,"Ca",NA,NA,"Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 4d, 1d","BON",NA,NA,"3E",NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10041","RUTW","LETE","29.76243","-93.13976","none","2019-05-25 00:00:00",NA,NA,NA,"35","39",NA,"42",NA,"7",NA,NA,"Ca",NA,NA,"Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E","BON",NA,NA,"2E",NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10042","RUTW","LETE","29.76249","-93.13992","none","2019-05-25 00:00:00",NA,NA,NA,"35","39",NA,"42",NA,"7",NA,NA,"Ca",NA,NA,"Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E",NA,NA,NA,"1E",NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10043","RUTW","LETE","29.76261","-93.14024","none","2019-05-17 00:00:00",NA,NA,NA,"35","35",NA,"39",NA,"4",NA,NA,"Ca",NA,NA,"Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3E, 7d, 7d, 4d",NA,NA,NA,"1E, failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10044","RUTW","LETE","29.76262","-93.14032","none","2019-05-20 00:00:00",NA,NA,NA,"35","35",NA,"39",NA,"4",NA,NA,"Ca",NA,NA,"Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 4d",NA,NA,NA,"0E, failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10045","RUTW","LETE","29.76262","-93.14041","none","2019-05-22 00:00:00",NA,NA,NA,"35","35",NA,"39",NA,"4",NA,NA,"Ca",NA,NA,"Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 1d",NA,NA,NA,"0E, failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10046","RUTW","LETE","29.76352","-93.14488","none","2019-05-22 00:00:00","0","0",NA,"35","35",NA,"39",NA,"4",NA,NA,"S",NA,NA,"S",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 1d",NA,NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10047","RUTW","LETE","29.76375","-93.14532","none","2019-05-25 00:00:00",NA,NA,NA,"35","43",NA,"49",NA,"14",NA,"N","Ca",NA,NA,"Ca","2019-05-19 00:00:00","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E",NA,NA,NA,"3E",NA,NA,"3E",NA,NA,NA,NA,NA,"0E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10048","RUTW","LETE","29.76377","-93.14546","none","2019-05-25 00:00:00",NA,NA,NA,"36","53",NA,"58",NA,"22",NA,"Y","U","U","Hu","Hu","2025-05-26 00:00:00","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E",NA,NA,NA,"2E",NA,NA,"3E",NA,NA,NA,NA,NA,"3E",NA,NA,NA,"2E",NA,NA,NA,NA,"no stick, eggs, chicks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10049","RUTW","LETE","29.76381","-93.14569","none","2019-05-20 00:00:00",NA,NA,NA,"36","53",NA,"58",NA,"22",NA,NA,"U-F",NA,NA,"U-F",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 4d, 1d",NA,NA,NA,"2E",NA,NA,"2E","2E",NA,NA,NA,NA,"1E",NA,NA,NA,"1E",NA,NA,NA,NA,"no stick, eggs, chicks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10050","RUTW","LETE","29.76383","-93.14576","none","2019-05-24 00:00:00",NA,NA,NA,"35","35",NA,"39",NA,"4",NA,NA,"A",NA,NA,"A",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E",NA,NA,NA,"failed, 1E slight ooze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10051","RUTW","LETE","29.76386","-93.1458","none","2019-05-23 00:00:00",NA,NA,NA,"35","39",NA,"43",NA,"8",NA,NA,"F",NA,NA,"F",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 1d",NA,NA,NA,"3E",NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10052","RUTW","LETE","29.76404","-93.14674","none","2019-05-20 00:00:00",NA,NA,NA,"35","39",NA,"43",NA,"8",NA,NA,"F",NA,NA,"F",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3E, 4d, 4d, 1d",NA,NA,NA,"3E",NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10053","RUTW","LETE","29.76409","-93.14695","none","2019-05-20 00:00:00",NA,NA,NA,"35","39",NA,"43",NA,"8",NA,NA,"Ca",NA,NA,"Ca",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 4d",NA,NA,NA,"2E",NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10054","RUTW","LETE","29.76433","-93.14821","none","2019-05-23 00:00:00",NA,NA,NA,"35","39",NA,"43",NA,"8",NA,NA,"D",NA,NA,"D",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 1d",NA,NA,NA,"2E",NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10055","RUTW","LETE","29.76453","-93.14896","none","2019-05-20 00:00:00",NA,NA,NA,"35","39",NA,"43",NA,"8",NA,NA,"D",NA,NA,"D",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3E, 4d",NA,NA,NA,"3E",NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10056","RUTW","LETE","29.76455","-93.14906","none","2019-05-24 00:00:00",NA,NA,NA,"35","39",NA,"43",NA,"8",NA,NA,"D",NA,NA,"D",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1E",NA,NA,NA,"1E, 4d",NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10057","ROJH","LETE","29.63619","-92.76887","symbolic","2019-05-21 00:00:00",NA,NA,NA,"36","38",NA,"43",NA,"7",NA,NA,"S",NA,NA,"S",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3E, 4d",NA,"3E",NA,NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10058","ROJH","LETE","29.63622","-92.76918","symbolic","2019-05-21 00:00:00",NA,NA,NA,"36","38",NA,"43",NA,"7",NA,NA,"S",NA,NA,"S",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 4d",NA,"2E",NA,NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10059","ROJH","LETE","29.63626","-92.76952","symbolic","2019-05-26 00:00:00",NA,NA,NA,"36","38",NA,"43",NA,"7",NA,NA,"S",NA,NA,"S",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 1d",NA,"3E",NA,NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10060","ROJH","WIPL","29.63637","-92.77102","symbolic","2019-05-25 00:00:00",NA,NA,NA,"36","38",NA,"43",NA,"7",NA,NA,"S",NA,NA,"S",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3E, 12d, 9d, 9d",NA,"3E",NA,NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10061","ROJH","LETE","29.63636","-92.77102","symbolic","2019-05-26 00:00:00",NA,NA,NA,"36","38",NA,"43",NA,"7",NA,NA,"S",NA,NA,"S",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2E, 1d",NA,"3E",NA,NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10062","ROJH","LETE","29.63633","-92.77042","symbolic","2019-05-21 00:00:00",NA,NA,NA,"36","38",NA,"43",NA,"7",NA,NA,"S",NA,NA,"S",NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3E, 4d",NA,"3E",NA,NA,NA,"failed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
